AllLandsat_EdenCode,LakeName,LandsatID,Product_Id,CloudCoverOverLake%,EO_Date,InSitu_samp_date,Days_Between_InSitu_and_EO_obv,Search_StartDate,Search_EndDate,Data_Source
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20141002_20170418_01_T1,3.708520525,02/10/2014,18/09/2014,14,04/09/2014,02/10/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20141205_20170416_01_T1,2.119413139,05/12/2014,27/11/2014,8,13/11/2014,11/12/2014,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20150122_20170413_01_T1,1.777539599,22/01/2015,28/01/2015,6,14/01/2015,11/02/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20150223_20170412_01_T1,0.683387672,23/02/2015,17/02/2015,6,03/02/2015,03/03/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20150428_20170409_01_T1,0.266192591,28/04/2015,30/04/2015,2,16/04/2015,14/05/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20150615_20170407_01_T1,0.061753909,15/06/2015,16/06/2015,1,02/06/2015,30/06/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20150615_20170407_01_T1,0.061753909,15/06/2015,02/06/2015,13,19/05/2015,16/06/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20151122_20170401_01_T1,2.88011193,22/11/2015,25/11/2015,3,11/11/2015,09/12/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20151208_20170401_01_T1,0,08/12/2015,25/11/2015,13,11/11/2015,09/12/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20151208_20170401_01_T1,0,08/12/2015,08/12/2015,0,24/11/2015,22/12/2015,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20160210_20170330_01_T1,2.682861397,10/02/2016,23/02/2016,13,09/02/2016,08/03/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20160516_20170324_01_T1,0.184440223,16/05/2016,23/05/2016,7,09/05/2016,06/06/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20160601_20170324_01_T1,0,01/06/2016,15/06/2016,14,01/06/2016,29/06/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20160601_20170324_01_T1,0,01/06/2016,23/05/2016,9,09/05/2016,06/06/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20160719_20170323_01_T1,0,19/07/2016,25/07/2016,6,11/07/2016,08/08/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20160905_20170321_01_T1,8.034310579,05/09/2016,19/09/2016,14,05/09/2016,03/10/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20161023_20170318_01_T1,0.328626807,23/10/2016,24/10/2016,1,10/10/2016,07/11/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20161124_20180528_01_T1,2.971914872,24/11/2016,01/12/2016,7,17/11/2016,15/12/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20161124_20180528_01_T1,2.971914872,24/11/2016,17/11/2016,7,03/11/2016,01/12/2016,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20170111_20170311_01_T1,2.574166303,11/01/2017,24/01/2017,13,10/01/2017,07/02/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20170127_20170214_01_T1,1.432970503,27/01/2017,24/01/2017,3,10/01/2017,07/02/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20170228_20170316_01_T1,0.373462891,28/02/2017,21/02/2017,7,07/02/2017,07/03/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20170401_20170414_01_T1,0.46463687,01/04/2017,21/03/2017,11,07/03/2017,04/04/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20170503_20170515_01_T1,0,03/05/2017,16/05/2017,13,02/05/2017,30/05/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20170503_20170515_01_T1,0,03/05/2017,25/04/2017,8,11/04/2017,09/05/2017,EPA 2007 to 2017
16001820070,Knockaderry Reservoir,Landsat8,LC08_L1TP_207024_20170620_20170630_01_T1,0.681564963,20/06/2017,27/06/2017,7,13/06/2017,11/07/2017,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20130720_20170503_01_T1,0.686171035,20/07/2013,11/07/2013,9,27/06/2013,25/07/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20130906_20170502_01_T1,4.923738946,06/09/2013,10/09/2013,4,27/08/2013,24/09/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20131024_20170429_01_T1,1.969397629,24/10/2013,16/10/2013,8,02/10/2013,30/10/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20131211_20170428_01_T1,23.40923484,11/12/2013,11/12/2013,0,27/11/2013,25/12/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20140418_20170423_01_T1,0.70747809,18/04/2014,22/04/2014,4,08/04/2014,06/05/2014,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20140723_20170421_01_T1,0.420591268,23/07/2014,28/07/2014,5,14/07/2014,11/08/2014,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20140723_20170421_01_T1,0.420591268,23/07/2014,05/08/2014,13,22/07/2014,19/08/2014,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20141011_20170418_01_T1,2.63512214,11/10/2014,22/10/2014,11,08/10/2014,05/11/2014,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20150421_20170409_01_T1,0.117686481,21/04/2015,07/04/2015,14,24/03/2015,21/04/2015,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20150710_20170407_01_T1,24.69086331,10/07/2015,21/07/2015,11,07/07/2015,04/08/2015,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20150827_20170405_01_T1,3.828733592,27/08/2015,18/08/2015,9,04/08/2015,01/09/2015,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20150928_20170403_01_T1,15.89251596,28/09/2015,01/10/2015,3,17/09/2015,15/10/2015,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20151014_20170403_01_T1,2.219034778,14/10/2015,01/10/2015,13,17/09/2015,15/10/2015,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20160509_20170325_01_T1,3.813348138,09/05/2016,04/05/2016,5,20/04/2016,18/05/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20160930_20170321_01_T1,21.08468097,30/09/2016,29/09/2016,1,15/09/2016,13/10/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20160930_20170321_01_T1,21.08468097,30/09/2016,04/10/2016,4,20/09/2016,18/10/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20161101_20170318_01_T1,2.523233335,01/11/2016,07/11/2016,6,24/10/2016,21/11/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20170325_20170329_01_T1,1.524066106,25/03/2017,06/04/2017,12,23/03/2017,20/04/2017,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_206022_20170901_20170915_01_T1,24.43063608,01/09/2017,12/09/2017,11,29/08/2017,26/09/2017,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20130403_20170505_01_T1,8.166935239,03/04/2013,10/04/2013,7,27/03/2013,24/04/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20130524_20170504_01_T1,10.06500608,24/05/2013,29/05/2013,5,15/05/2013,12/06/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20130609_20170504_01_T1,2.411329453,09/06/2013,12/06/2013,3,29/05/2013,26/06/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20130609_20170504_01_T1,2.411329453,09/06/2013,29/05/2013,11,15/05/2013,12/06/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20130711_20170503_01_T1,4.575261114,11/07/2013,11/07/2013,0,27/06/2013,25/07/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20131015_20170429_01_T1,1.001265134,15/10/2013,16/10/2013,1,02/10/2013,30/10/2013,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20141018_20170418_01_T1,7.80166065,18/10/2014,22/10/2014,4,08/10/2014,05/11/2014,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20141103_20170418_01_T1,5.0225571,03/11/2014,22/10/2014,12,08/10/2014,05/11/2014,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20160210_20170330_01_T1,1.191350846,10/02/2016,10/02/2016,0,27/01/2016,24/02/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20160210_20170330_01_T1,1.191350846,10/02/2016,27/01/2016,14,13/01/2016,10/02/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20160430_20170325_01_T1,11.43464067,30/04/2016,04/05/2016,4,20/04/2016,18/05/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20160516_20170324_01_T1,16.29452331,16/05/2016,04/05/2016,12,20/04/2016,18/05/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20160601_20170324_01_T1,0.001693792,01/06/2016,08/06/2016,7,25/05/2016,22/06/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20160719_20170323_01_T1,0.058882832,19/07/2016,06/07/2016,13,22/06/2016,20/07/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20160804_20170322_01_T1,18.44965459,04/08/2016,03/08/2016,1,20/07/2016,17/08/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20161124_20180528_01_T1,6.451002086,24/11/2016,06/12/2016,12,22/11/2016,20/12/2016,EPA 2007 to 2017
6000940280,Muckno ( Lough ) or Blayney Castle Lake,Landsat8,LC08_L1TP_207022_20170620_20170630_01_T1,0.076508388,20/06/2017,06/06/2017,14,23/05/2017,20/06/2017,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130408_20170505_01_T1,2.871737125,08/04/2013,25/03/2013,14,11/03/2013,08/04/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130408_20170505_01_T1,2.871737125,08/04/2013,08/04/2013,0,25/03/2013,22/04/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130415_20170505_01_T1,12.46545409,15/04/2013,23/04/2013,8,09/04/2013,07/05/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130415_20170505_01_T1,12.46545409,15/04/2013,08/04/2013,7,25/03/2013,22/04/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130501_20180528_01_T1,15.38174722,01/05/2013,23/04/2013,8,09/04/2013,07/05/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130720_20170503_01_T1,0.215143505,20/07/2013,01/08/2013,12,18/07/2013,15/08/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130720_20170503_01_T1,0.215143505,20/07/2013,30/07/2013,10,16/07/2013,13/08/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130906_20170502_01_T1,17.45711502,06/09/2013,12/09/2013,6,29/08/2013,26/09/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20130906_20170502_01_T1,17.45711502,06/09/2013,09/09/2013,3,26/08/2013,23/09/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20131109_20170428_01_T1,17.51383042,09/11/2013,22/11/2013,13,08/11/2013,06/12/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20131211_20170428_01_T1,13.58249304,11/12/2013,16/12/2013,5,02/12/2013,30/12/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20131211_20170428_01_T1,13.58249304,11/12/2013,09/12/2013,2,25/11/2013,23/12/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20140418_20170423_01_T1,0.019147266,18/04/2014,15/04/2014,3,01/04/2014,29/04/2014,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20141230_20170415_01_T1,13.64267628,30/12/2014,16/12/2014,14,02/12/2014,30/12/2014,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20150115_20170414_01_T1,0.411152185,15/01/2015,27/01/2015,12,13/01/2015,10/02/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20150131_20170413_01_T1,0.630920173,31/01/2015,27/01/2015,4,13/01/2015,10/02/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20150421_20170409_01_T1,1.753264387,21/04/2015,15/04/2015,6,01/04/2015,29/04/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20150912_20170404_01_T1,20.63096613,12/09/2015,16/09/2015,4,02/09/2015,30/09/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20151014_20170403_01_T1,1.65656943,14/10/2015,13/10/2015,1,29/09/2015,27/10/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20151217_20170331_01_T1,0.630362069,17/12/2015,14/12/2015,3,30/11/2015,28/12/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20160829_20170321_01_T1,5.224685518,29/08/2016,18/08/2016,11,04/08/2016,01/09/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20161101_20170318_01_T1,0.491906464,01/11/2016,18/10/2016,14,04/10/2016,01/11/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20161219_20170315_01_T1,1.200005598,19/12/2016,13/12/2016,6,29/11/2016,27/12/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20170120_20170311_01_T1,4.650831851,20/01/2017,16/01/2017,4,02/01/2017,30/01/2017,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20170309_20170317_01_T1,0.395592331,09/03/2017,13/03/2017,4,27/02/2017,27/03/2017,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_206023_20170325_20170329_01_T1,0.067727144,25/03/2017,13/03/2017,12,27/02/2017,27/03/2017,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20130403_20170505_01_T1,5.636889978,03/04/2013,25/03/2013,9,11/03/2013,08/04/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20130403_20170505_01_T1,5.636889978,03/04/2013,08/04/2013,5,25/03/2013,22/04/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20130609_20170504_01_T1,0.080072806,09/06/2013,10/06/2013,1,27/05/2013,24/06/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20130609_20170504_01_T1,0.080072806,09/06/2013,19/06/2013,10,05/06/2013,03/07/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20130609_20170504_01_T1,0.080072806,09/06/2013,27/05/2013,13,13/05/2013,10/06/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20130711_20170503_01_T1,10.87891368,11/07/2013,01/07/2013,10,17/06/2013,15/07/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20131015_20170429_01_T1,1.856916111,15/10/2013,14/10/2013,1,30/09/2013,28/10/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20131218_20170427_01_T1,0.947240395,18/12/2013,16/12/2013,2,02/12/2013,30/12/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20131218_20170427_01_T1,0.947240395,18/12/2013,09/12/2013,9,25/11/2013,23/12/2013,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20140527_20170422_01_T1,24.73773287,27/05/2014,14/05/2014,13,30/04/2014,28/05/2014,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20141205_20170416_01_T1,14.90286513,05/12/2014,16/12/2014,11,02/12/2014,30/12/2014,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20141205_20170416_01_T1,14.90286513,05/12/2014,25/11/2014,10,11/11/2014,09/12/2014,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20150122_20170413_01_T1,0.835334269,22/01/2015,27/01/2015,5,13/01/2015,10/02/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20150223_20170412_01_T1,21.36022862,23/02/2015,25/02/2015,2,11/02/2015,11/03/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20150818_20170406_01_T1,13.01078919,18/08/2015,17/08/2015,1,03/08/2015,31/08/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20151122_20170401_01_T1,0.822990335,22/11/2015,22/11/2015,0,08/11/2015,06/12/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20151208_20170401_01_T1,6.193737216,08/12/2015,14/12/2015,6,30/11/2015,28/12/2015,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20160109_20170405_01_T1,0.487868422,09/01/2016,20/01/2016,11,06/01/2016,03/02/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20160210_20170330_01_T1,0.238428339,10/02/2016,11/02/2016,1,28/01/2016,25/02/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20160516_20170324_01_T1,9.559471188,16/05/2016,16/05/2016,0,02/05/2016,30/05/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20160719_20170323_01_T1,0.027668451,19/07/2016,12/07/2016,7,28/06/2016,26/07/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20161007_20170320_01_T1,1.185227435,07/10/2016,18/10/2016,11,04/10/2016,01/11/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20161124_20180528_01_T1,0.900720489,24/11/2016,17/11/2016,7,03/11/2016,01/12/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20161226_20170314_01_T1,1.537554484,26/12/2016,13/12/2016,13,29/11/2016,27/12/2016,EPA 2007 to 2017
26001570260,Owel ( Lough ),Landsat8,LC08_L1TP_207023_20170111_20170311_01_T1,1.574417646,11/01/2017,16/01/2017,5,02/01/2017,30/01/2017,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_205023_20140206_20170426_01_T1,3.821248744,06/02/2014,18/02/2014,12,04/02/2014,04/03/2014,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_205023_20140206_20170426_01_T1,3.821248744,06/02/2014,19/02/2014,13,05/02/2014,05/03/2014,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_205023_20140206_20170426_01_T1,3.821248744,06/02/2014,28/01/2014,9,14/01/2014,11/02/2014,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_205023_20140206_20170426_01_T1,3.821248744,06/02/2014,29/01/2014,8,15/01/2014,12/02/2014,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_205023_20150414_20170409_01_T1,11.25451092,14/04/2015,14/04/2015,0,31/03/2015,28/04/2015,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_205023_20150414_20170409_01_T1,11.25451092,14/04/2015,15/04/2015,1,01/04/2015,29/04/2015,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_206023_20130805_20170503_01_T1,23.9895246,05/08/2013,14/08/2013,9,31/07/2013,28/08/2013,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_206023_20130805_20170503_01_T1,23.9895246,05/08/2013,22/07/2013,14,08/07/2013,05/08/2013,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_206023_20130805_20170503_01_T1,23.9895246,05/08/2013,24/07/2013,12,10/07/2013,07/08/2013,EPA 2007 to 2017
9001680230,Pollaphuca Reservoir,Landsat8,LC08_L1TP_206023_20130922_20170502_01_T1,9.674231128,22/09/2013,11/09/2013,11,28/08/2013,25/09/2013,EPA 2007 to 2017
